RegDate,Interested Course Code,Interested Course Name,Course Category,Course Type,Area of Interest,Sub-interest
2025-01-06,NYP-BMSP16,Specialist Diploma in Fund Management & Administration,(SD) Specialist Diploma,(FQ) Academic Full Qualification,Others;Business,Others;Banking & Finance
2025-01-06,NYP-CB1579,AI for Business Communication,(CC) Certifiable Courses,(SFS) SkillsFuture Series,Business;Technology,Sales & Marketing;Artificial Intelligence
2025-01-06,NYP-CB1579,AI for Business Communication,(CC) Certifiable Courses,(SFS) SkillsFuture Series,Business;Technology,Sales & Marketing;Artificial Intelligence
2025-01-06,NYP-CB1579,AI for Business Communication,(CC) Certifiable Courses,(SFS) SkillsFuture Series,Business;Technology,Sales & Marketing;Artificial Intelligence
2025-01-06,NYP-CB231013,Sustainability at Our Core – Equipping You to Drive Impact,(CC) Certifiable Courses,(SFS) SkillsFuture Series,Business,Others
2025-01-06,NYP-CB234001,Digitalisation for Transportation: Skillsfuture for Digital Workplace 2.0,(CC) Certifiable Courses,(SFDW) SkillsFuture Digital Workplace,Business;Business;Business,Logistics;Supply Chain Management;Wholesale Trade
2025-01-06,NYP-CB241012,Sustainability Reporting: A Practical Guide and Toolkit for Small and Medium Enterprises,(CC) Certifiable Courses,(SFS) SkillsFuture Series,Business,Accounting
2025-01-06,NYP-CE1283,Data Analysis with Python,(CC) Certifiable Courses,(SFS) SkillsFuture Series,Engineering;Technology,Infocomm Technology;Data Analytics
2025-01-06,NYP-CE1540,Introduction to Artificial Intelligence  and  Machine Learning (Synchronous e-Learning),(CC) Certifiable Courses,(SFS) SkillsFuture Series,Engineering;Technology;Technology,Industry 4.0;Data Analytics;Artificial Intelligence
2025-01-06,NYP-CE2010,Using Python for Data Analysis,(CC) Certifiable Courses,(CCS) Critical Core Skills,Engineering;Technology,Infocomm Technology;Data Analytics
2025-01-06,NYP-CE2010,Using Python for Data Analysis,(CC) Certifiable Courses,(CCS) Critical Core Skills,Engineering;Technology,Infocomm Technology;Data Analytics
2025-01-06,NYP-CE231001,Building Artificial Intelligence (AI) Applications from End to End (Classroom and Synchronous E-Learning),(CC) Certifiable Courses,(SFS) SkillsFuture Series,Engineering;Engineering;Technology,Industry 4.0;Infocomm Technology;Artificial Intelligence
2025-01-06,NYP-CE231002,Sustainability 101 for the Green Economy,(CC) Certifiable Courses,(SFS) SkillsFuture Series,Engineering,Industry 4.0
2025-01-06,NYP-CH1348,Phlebotomy Short Course,(CC) Certifiable Courses,(SFS) SkillsFuture Series,Public Health & Social Services;Public Health & Social Services,Healthcare;Others
2025-01-06,NYP-CI1081,Data Analytics for Workplace,(CC) Certifiable Courses,(SFS) SkillsFuture Series,Technology;Technology,Data Analytics;Digital Literacy
2025-01-06,NYP-CI241001,Applied Generative Artificial Intelligence: Real-world Project Development,(CC) Certifiable Courses,(SFS) SkillsFuture Series,Technology,Artificial Intelligence
2025-01-06,NYP-CI241004,Project Management Professional (Synchronous e-learning),(CC) Certifiable Courses,(SFS) SkillsFuture Series,Technology,Software Development & Quality
2025-01-06,NYP-CI241004,Project Management Professional (Synchronous e-learning),(CC) Certifiable Courses,(SFS) SkillsFuture Series,Technology,Software Development & Quality
2025-01-06,NYP-CI241004,Project Management Professional (Synchronous e-learning),(CC) Certifiable Courses,(SFS) SkillsFuture Series,Technology,Software Development & Quality
2025-01-06,NYP-CK1308,Workplace Communication: Effective Email Writing,(CC) Certifiable Courses,(SFS) SkillsFuture Series,Business,Entrepreneurship
2025-01-06,NYP-CK2017,Delivering Successful Presentations,(CC) Certifiable Courses,(CCS) Critical Core Skills,Business;Professional Development,Entrepreneurship;Workplace Communication
2025-01-06,NYP-CK2020,Emailing Made Easy (Synchronous E-learning),(CC) Certifiable Courses,(CCS) Critical Core Skills,Business,Entrepreneurship
2025-01-06,NYP-CK241001,Workplace Communication: Effective Email Writing - Synchronous elearning,(CC) Certifiable Courses,(SFS) SkillsFuture Series,Professional Development;Professional Development,Leadership;People Management
2025-01-06,NYP-CLBP01,Work-Study Post-Diploma (Advanced Diploma in Pharmaceutical Sciences),(WSP) Work-Study Programmes,(WSPAD) Work-Study Post-Diploma Advanced Diploma,Others;Science,Others;Pharmaceutical Sciences
2025-01-06,NYP-CLSP06,Specialist Diploma in Nutrition Science,(SD) Specialist Diploma,(FQ) Academic Full Qualification,Others;Food,Others;Food Nutrition & Sciences
2025-01-06,NYP-CX241001,Digital Photography for Working Professionals,(CC) Certifiable Courses,(SFS) SkillsFuture Series,Arts;Business;Interactive & Digital Media,Photography;Marketing;Others
2025-01-06,NYP-DXEP06,Work Study Post-Diploma (Specialist Dip in Digital Content Creation for E-Commerce),(WSP) Work-Study Programmes,(WSPSD) Work-Study Post-Diploma Specialist Diploma,Design & Architecture,Visual Communications
2025-01-06,NYP-DXSP01,Specialist Diploma in Smart Project and Facilities Management,(SD) Specialist Diploma,(FQ) Academic Full Qualification,Design & Architecture,Architecture
2025-01-06,NYP-EGDP06,Diploma in Engineering (Electronic & Digital Engineering),(PTD) Part-time Diploma,(FQ) Academic Full Qualification,Engineering,Electrical & Electronic Engineering
2025-01-06,NYP-EGSP15,Specialist Diploma in Cloud Security and IOT Cloud Services,(SD) Specialist Diploma,(FQ) Academic Full Qualification,Engineering;Technology,Industry 4.0;Cloud Computing
2025-01-06,NYP-EGSP19,Specialist Diploma in Robotics and Automation Systems Design,(SD) Specialist Diploma,(FQ) Academic Full Qualification,Engineering,Robotics And Automation
2025-01-06,NYP-HSCP07,CERTIFICATE IN BRIDGING STUDIES FOR ENROLLED NURSE,(CC) Certifiable Courses,(CSC) Certifiable Short Courses,Others;Public Health & Social Services,Others;Nursing
2025-01-06,NYP-HSCP07,CERTIFICATE IN BRIDGING STUDIES FOR ENROLLED NURSE,(CC) Certifiable Courses,(CSC) Certifiable Short Courses,Others;Public Health & Social Services,Others;Nursing
2025-01-06,NYP-HSCP07,CERTIFICATE IN BRIDGING STUDIES FOR ENROLLED NURSE,(CC) Certifiable Courses,(CSC) Certifiable Short Courses,Others;Public Health & Social Services,Others;Nursing
2025-01-06,NYP-HSCP07,CERTIFICATE IN BRIDGING STUDIES FOR ENROLLED NURSE,(CC) Certifiable Courses,(CSC) Certifiable Short Courses,Others;Public Health & Social Services,Others;Nursing
2025-01-06,NYP-HSDP01,Diploma in Health Sciences (Paramedicine),(PTD) Part-time Diploma,(FQ) Academic Full Qualification,Others;Public Health & Social Services,Others;Paramedicine
2025-01-06,NYP-HSDP01,Diploma in Health Sciences (Paramedicine),(PTD) Part-time Diploma,(FQ) Academic Full Qualification,Others;Public Health & Social Services,Others;Paramedicine
2025-01-06,NYP-ITEP02,Work-Study Post-Diploma (Specialist Diploma in Agile Solutioning & DevSecOps),(WSP) Work-Study Programmes,(WSPSD) Work-Study Post-Diploma Specialist Diploma,Professional Development,Critical Thinking / Problem Solving
2025-01-06,NYP-ITSP08,Specialist Diploma in Cybersecurity,(SD) Specialist Diploma,(FQ) Academic Full Qualification,Technology,Cyber Security
2025-01-06,NYP-JC1A19,Workplace Learning Blueprint Development,(CC) Certifiable Courses,(SFS) SkillsFuture Series,Professional Development,Workplace Learning
2025-01-06,NYP-JC1A31,Assessing and Reviewing Workplace Learning,(CC) Certifiable Courses,(SFS) SkillsFuture Series,Professional Development,Workplace Learning
2025-01-06,NYP-JC1A32,Leading the Future of Workplace Learning: Insights from the National Workplace Learning Certification,(CC) Certifiable Courses,(SFS) SkillsFuture Series,Professional Development,Workplace Learning
2025-01-06,NYP-SI4013_012,"Master Google Ads to Turbo Charge Leads and Sales [Classroom Facilitated, Asynchronous E-Learning]",(CC) Certifiable Courses,(CSC) Certifiable Short Courses,Business,Retail
2025-01-06,NYP-SI4013_013,"Digital Marketing to Drive Business Growth and ROI [Classroom Facilitated, Asynchronous E-Learning]",(CC) Certifiable Courses,(CSC) Certifiable Short Courses,Business,Retail
2025-01-06,NYP-SI4060_003,"Supercharge Sales with Automated Omnichannel Integration [Classroom Facilitated, Practical Training]",(CC) Certifiable Courses,(CSC) Certifiable Short Courses,Technology;Business,Data Analytics;Retail
2025-01-06,NYP-WSCC09_001,Tea Diffusion and Coffee Brewing,(CC) Certifiable Courses,(WSQMC) Workforce Skills Qualification (WSQ) Modular Course,Food;Food;Food;Food,Alcoholic And Non-Alcoholic Beverages;Career Development;Food & Beverage Management;Others
2025-01-06,NYP-WSCM22_001,Make Cafe-style Breads,(CC) Certifiable Courses,(WSQMC) Workforce Skills Qualification (WSQ) Modular Course,Food;Food;Food;Food;Food,Career Development;Culinary & Pastry;Food & Beverage Management;Food Technology & Safety;Others
2025-01-06,NYP-WSCP29_010,Wagashi (Spring Edition),(CC) Certifiable Courses,(CSC) Certifiable Short Courses,Food;Food;Food;Food,Career Development;Culinary & Pastry;Food & Beverage Management;Others
2025-01-06,NYP-WSCP41_003,Taiwanese Street Food,(CC) Certifiable Courses,(CSC) Certifiable Short Courses,Food;Food;Food;Food,Career Development;Culinary & Pastry;Food & Beverage Management;Others
2025-01-06,NYP-WSCV01_004,Basic Cantonese Cuisine,(CC) Certifiable Courses,(WSQMC) Workforce Skills Qualification (WSQ) Modular Course,Food;Food;Food;Food;Food,Career Development;Culinary & Pastry;Food & Beverage Management;Food Nutrition & Sciences;Others
2025-01-06,NYP-WSCV01_008,Hawker Noodle Dishes,(CC) Certifiable Courses,(WSQMC) Workforce Skills Qualification (WSQ) Modular Course,Food;Food;Food;Food;Food,Career Development;Culinary & Pastry;Food & Beverage Management;Food Nutrition & Sciences;Others
2025-01-06,NYP-WSCV01_016,Savoury Korean Delights,(CC) Certifiable Courses,(WSQMC) Workforce Skills Qualification (WSQ) Modular Course,Food;Food;Food;Food;Food,Career Development;Culinary & Pastry;Food & Beverage Management;Food Nutrition & Sciences;Others
2025-01-06,NYP-WSCV02_005,Bagel and Doughnut Creations,(CC) Certifiable Courses,(WSQMC) Workforce Skills Qualification (WSQ) Modular Course,Food;Food;Food;Food;Food,Career Development;Culinary & Pastry;Food & Beverage Management;Food Nutrition & Sciences;Others
2025-01-06,NYP-WSCV02_007,Macaron,(CC) Certifiable Courses,(WSQMC) Workforce Skills Qualification (WSQ) Modular Course,Food;Food;Food;Food;Food,Career Development;Culinary & Pastry;Food & Beverage Management;Food Nutrition & Sciences;Others
2025-01-06,NYP-WSCV02_011,Japanese Cakes & Pastries,(CC) Certifiable Courses,(WSQMC) Workforce Skills Qualification (WSQ) Modular Course,Food;Food;Food;Food;Food,Career Development;Culinary & Pastry;Food & Beverage Management;Food Nutrition & Sciences;Others
2025-01-05,NYP-BMDP06,Diploma in Business Practice (Supply Chain Management),(PTD) Part-time Diploma,(FQ) Academic Full Qualification,Business;Others,Supply Chain Management;Others
2025-01-05,NYP-BMEP01,Work -Study Post-Diploma (Specialist Diploma Human Capital Management),(WSP) Work-Study Programmes,(WSPSD) Work-Study Post-Diploma Specialist Diploma,Business,Human Resource
2025-01-05,NYP-BMLP02,Work-Study Certificate (leading to Diploma in Business Practice (Accounting)),(WSP) Work-Study Programmes,(WSC2PTD) Work-Study Certificates Leading To Part-Time Diploma,Others,Others
2025-01-05,NYP-BMSP13,Specialist Diploma in Human Resource Management,(SD) Specialist Diploma,(FQ) Academic Full Qualification,Others;Business,Others;Human Resource
2025-01-05,NYP-BMSP13,Specialist Diploma in Human Resource Management,(SD) Specialist Diploma,(FQ) Academic Full Qualification,Others;Business,Others;Human Resource
2025-01-05,NYP-BMSP15,Specialist Diploma in Supply Chain Management,(SD) Specialist Diploma,(FQ) Academic Full Qualification,Business;Others,Supply Chain Management;Others
2025-01-05,NYP-CB1334,Digital Marketing,(CC) Certifiable Courses,(SFS) SkillsFuture Series,Business,Sales & Marketing
2025-01-05,NYP-CB1579,AI for Business Communication,(CC) Certifiable Courses,(SFS) SkillsFuture Series,Business;Technology,Sales & Marketing;Artificial Intelligence
2025-01-05,NYP-CB1579,AI for Business Communication,(CC) Certifiable Courses,(SFS) SkillsFuture Series,Business;Technology,Sales & Marketing;Artificial Intelligence
2025-01-05,NYP-CE1256,Introduction to CNC Machining Processes,(CC) Certifiable Courses,(SFS) SkillsFuture Series,Engineering,Precision Engineering
2025-01-05,NYP-CE1543,Software Quality Assurance Essentials,(CC) Certifiable Courses,(SFS) SkillsFuture Series,Engineering;Engineering,Industry 4.0;Infocomm Technology
2025-01-05,NYP-CE231014,9-Day Precision Engineering Assessment & Reskilling Lab (PEARL) CNC Milling,(CC) Certifiable Courses,(SFS) SkillsFuture Series,Engineering,Precision Engineering
2025-01-05,NYP-CH0527,UNDERSTAND DEMENTIA - JUST FORGETFUL OR DEMENTIA?,(NCC) Non-Certifiable Courses,(NCSC) Non-Certifiable Short Courses,Public Health & Social Services,Health Promotion & Wellness
2025-01-05,NYP-CH0529,"LIVING WELL - DESIGNING AN ELDERLY- AND DEMENTIA-INCLUSIVE, SMART ENVIRONMENT",(NCC) Non-Certifiable Courses,(NCSC) Non-Certifiable Short Courses,Public Health & Social Services;Public Health & Social Services;Public Health & Social Services,Healthcare;Mental Health & Psychology;Others
2025-01-05,NYP-CH2013,Stress and Crises in Relationships for Working Adults,(CC) Certifiable Courses,(CCS) Critical Core Skills,Public Health & Social Services;Public Health & Social Services,Health Promotion & Wellness;Mental Health & Psychology
2025-01-05,NYP-CH231004,Leading Self in Organisations,(CC) Certifiable Courses,(SFS) SkillsFuture Series,Public Health & Social Services,Social Work
2025-01-05,NYP-CK2019,Emailing Made Easy,(CC) Certifiable Courses,(CCS) Critical Core Skills,Business,Entrepreneurship
2025-01-05,NYP-CL0443,EAT HEALTHY & STAY BEAUTIFUL THROUGH TCM-INFUSED DIET,(NCC) Non-Certifiable Courses,(NCSC) Non-Certifiable Short Courses,Food;Food,Food Nutrition & Sciences;Food Technology & Safety
2025-01-05,NYP-CL0524,"The Science of Aging Gracefully: Diet, Exercise & Skin Care",(NCC) Non-Certifiable Courses,(NCSC) Non-Certifiable Short Courses,Food,Food Nutrition & Sciences
2025-01-05,NYP-CL0897,TCM and your immune system: Boosting your immunity with ideas from East and West,(NCC) Non-Certifiable Courses,(NCSC) Non-Certifiable Short Courses,Public Health & Social Services,Healthcare
2025-01-05,NYP-CL0901,TCM Life Skills in Sub-Health Management of Common Conditions,(NCC) Non-Certifiable Courses,(NCSC) Non-Certifiable Short Courses,Public Health & Social Services,Healthcare
2025-01-05,NYP-CL1245,Create Healthy Ice Cream based on Food Science Knowledge in Food Pilot Plant,(CC) Certifiable Courses,(SFS) SkillsFuture Series,Food,Food Nutrition & Sciences
2025-01-05,NYP-CLSP06,Specialist Diploma in Nutrition Science,(SD) Specialist Diploma,(FQ) Academic Full Qualification,Others;Food,Others;Food Nutrition & Sciences
2025-01-05,NYP-CX241001,Digital Photography for Working Professionals,(CC) Certifiable Courses,(SFS) SkillsFuture Series,Arts;Business;Interactive & Digital Media,Photography;Marketing;Others
2025-01-05,NYP-DXEP07,Work-Study Post-Diploma Programme (Specialist Diploma in User Experience Design & Management),(WSP) Work-Study Programmes,(WSPSD) Work-Study Post-Diploma Specialist Diploma,Interactive & Digital Media,Web Design & Development
2025-01-05,NYP-DXSP01,Specialist Diploma in Smart Project and Facilities Management,(SD) Specialist Diploma,(FQ) Academic Full Qualification,Design & Architecture,Architecture
2025-01-05,NYP-DXSP02,Specialist Diploma in Visual Effects,(SD) Specialist Diploma,(FQ) Academic Full Qualification,Interactive & Digital Media;Interactive & Digital Media;Interactive & Digital Media,Digital Art & Animation;Games Design & Development;Visual Effects
2025-01-05,NYP-DXSP04,Specialist Diploma in Augmented Reality & Virtual Reality,(SD) Specialist Diploma,(FQ) Academic Full Qualification,Interactive & Digital Media,Augmented / Virtual Reality
2025-01-05,NYP-DXSP05,SPECIALIST DIPLOMA IN DIGITAL MEDIA PRODUCTION,(SD) Specialist Diploma,(FQ) Academic Full Qualification,Interactive & Digital Media;Interactive & Digital Media;Interactive & Digital Media,Digital Art & Animation;Motion Graphics;Visual Effects
2025-01-05,NYP-DXSP09,SPECIALIST DIPLOMA IN SPATIAL DESIGN,(SD) Specialist Diploma,(FQ) Academic Full Qualification,Design & Architecture,Others
2025-01-05,NYP-EGDP05,Diploma in Engineering (Mechatronics),(PTD) Part-time Diploma,(FQ) Academic Full Qualification,Others;Engineering,Others;Mechatronics
